Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
1148,27.72765,0.390210800265797,27.139,28.423,27.852,1.7570000000000001,0.029314195092110466,1.71,1.813,1.766,2475.5641333333333,195.0519696355967,2270.0,2907.6,2410.0,6.4662033333333335,2.956047092432173,0.0,20.479,7.5565,9.698945,0.014529297154130155,9.661,9.75,9.699,158.46767166666666,14.638638231876335,143.41,190.85,153.59,107.58013316666667,46.34266743658902,0.0,166.79,127.62,1.7703558333333334,0.8759044717642349,0.0,10.695,2.031,0.0,0.0,0.0,0.0,0.0,9.147598333333333,0.022047260090584865,9.097,9.203,9.148,9.0636195,0.023089115132956528,9.009,9.119,9.063,57.494,23.116420128543307,0.0,77.953,66.61,44.5952,0.1863223741761639,44.195,44.855,44.631,49.62741666666667,0.10051128474744084,49.453,49.777,49.620999999999995,46.8566,0.07273359795298036,46.723,46.996,46.869,40.1346,0.04807910148910844,40.059,40.203,40.1305,0.6129166666666667,0.030756722658641083,0.57,0.689,0.6094999999999999,20,100,1,115,0
1149,27.773666666666667,0.22144966652099546,27.411,28.152,27.7875,1.75835,0.019997309141016016,1.728,1.797,1.757,2476.7545666666665,194.69387715105984,2272.0,2907.6,2411.8,6.464013333333333,2.9580230832021632,0.0,20.479,7.5525,9.697936666666665,0.01440098270003605,9.657,9.74,9.6985,158.47768166666665,14.636914872614266,143.44,190.9,153.59,107.60316983333333,46.33366013790922,0.0,167.0,127.71,1.7648333333333333,0.8707947996817333,0.0,10.445,2.023,0.0,0.0,0.0,0.0,0.0,9.1476295,0.02261216003349233,9.085,9.203,9.148,9.063318,0.023595077112480465,8.996,9.118,9.063,57.44925,23.115560437942435,0.0,77.873,66.72,44.58898333333333,0.19007719142643512,44.199,44.871,44.621,49.606716666666664,0.09661369725444452,49.449,49.762,49.617000000000004,46.8285,0.0726051546005974,46.727,46.93,46.824,40.09471666666666,0.016497654344484216,40.055,40.148,40.098,0.6126,0.03204245065639956,0.566,0.697,0.6074999999999999,20,100,1,115,0
1150,27.758566666666663,0.405837880576386,26.862,28.636,27.837000000000003,1.75755,0.031730018402084254,1.691,1.828,1.7574999999999998,2471.4233,195.59276999007253,2269.8,2907.8,2405.4,6.470398333333334,2.9457665749661026,0.0,20.479,7.561,9.697161666666666,0.015400459543332166,9.653,9.746,9.699,158.46441333333334,14.634389152955471,143.43,190.8,153.59,107.57387666666666,46.363444854068476,0.0,166.65,127.595,1.7622618333333333,0.8709730655748203,0.0,10.641,2.023,0.0,0.0,0.0,0.0,0.0,9.146660833333332,0.022821245967663717,9.083,9.204,9.146,9.062078666666666,0.023595104005798388,8.997,9.12,9.061,57.70265,23.194991338959515,0.0,77.946,66.7695,44.57893333333333,0.17973425455346584,44.207,44.777,44.625,49.596,0.09851421647384928,49.406,49.734,49.5975,46.82366666666667,0.09969167156052507,46.668,47.004,46.824,40.09328333333333,0.040565114705538516,39.992,40.191,40.098,0.6101833333333333,0.0305472635555865,0.568,0.682,0.6014999999999999,20,100,1,115,0
1151,27.514116666666666,0.32538660664709623,26.985,28.152,27.503500000000003,1.7391666666666665,0.02521780825344174,1.696,1.784,1.7395,2469.6686,194.29217974284268,2267.8,2901.8,2404.8,6.47229,2.9384959463322424,0.0,20.454,7.5565,9.696465,0.014411509092524314,9.646,9.738,9.696,158.47650833333333,14.61980493056019,143.39,190.89,153.62,107.6009605,46.32615786967551,0.0,166.44,127.73,1.7593518333333336,0.8726604267506949,0.0,10.891,2.023,0.0004326666666666667,0.012967735342593273,0.0,0.602,0.0,9.143675,0.02211726106926892,9.082,9.199,9.144,9.059636833333334,0.022983239868610526,8.998,9.119,9.059,57.763733333333334,23.214712927377867,0.0,77.951,66.798,44.565866666666665,0.18711072283241717,44.195,44.809,44.621,49.592200000000005,0.09610442766568375,49.422,49.73,49.592,46.779133333333334,0.08568675048710016,46.66,46.926,46.75,40.12136666666667,0.042789182327941155,40.066,40.191,40.098,0.6107666666666667,0.03199966454626435,0.568,0.689,0.604,20,100,1,115,0
1152,27.550133333333335,0.3807495937060787,26.847,28.118,27.476,1.74105,0.028605099106894353,1.694,1.791,1.7345000000000002,2469.1018,194.76570967114355,2265.6,2901.4,2404.0,6.467353333333333,2.9565432018936133,0.0,20.479,7.564500000000001,9.691991666666667,0.014433253105734926,9.642,9.736,9.693,158.47207,14.634293290252076,143.48,190.84,153.59,107.56536116666668,46.35697794959416,0.0,166.41,127.6,1.7598586666666667,0.8707314204502506,0.0,10.586,2.023,0.0,0.0,0.0,0.0,0.0,9.137426,0.02291522874898478,9.075,9.193,9.136,9.051955333333332,0.023683527815842424,8.988,9.113,9.051,57.63588333333333,23.185152763807128,0.0,78.073,66.9855,44.574783333333336,0.18891627521086535,44.195,44.777,44.629000000000005,49.58383333333334,0.10664914227514183,49.316,49.73,49.58,46.784816666666664,0.09389184034630285,46.66,46.941,46.754,40.119566666666664,0.04234777990965729,40.066,40.199,40.102,0.6064,0.038373366469952666,0.545,0.688,0.605,20,100,1,115,0
1153,27.74576666666667,0.31038529182055413,27.182,28.423,27.658,1.7536166666666666,0.02449565279084682,1.717,1.802,1.743,2467.361066666667,194.2697829195811,2261.8,2899.6,2403.6,6.478800000000001,2.9512181758050366,0.0,20.479,7.565,9.688445,0.01432791413776897,9.644,9.73,9.689,158.45373833333335,14.641621433020866,143.41,190.84,153.58,107.5891135,46.32334259430991,0.0,166.89,127.69999999999999,1.7595573333333334,0.8682010548013319,0.0,10.516,2.023,0.0,0.0,0.0,0.0,0.0,9.137215,0.02310705731336041,9.071,9.196,9.137,9.051701833333334,0.0236079326862736,8.983,9.107,9.051,57.82996666666667,23.25960357078462,0.0,78.42,66.97999999999999,44.56586666666667,0.18767998969276015,44.195,44.781,44.619,49.58325,0.0968191788326607,49.391,49.73,49.562,46.80653333333333,0.08553410790918148,46.668,46.93,46.762,40.08421666666666,0.031268163083216685,40.0,40.113,40.098,0.6103666666666666,0.024097940461028547,0.576,0.667,0.604,20,100,1,115,0
1154,27.889733333333332,0.360280957533953,27.25,28.439,27.950499999999998,1.76485,0.029695531250866387,1.71,1.809,1.763,2467.6122666666665,194.51912525818474,2261.8,2902.0,2403.2,6.48765,2.950895955875776,0.0,20.476,7.563,9.691955,0.015369233245381163,9.65,9.746,9.693,158.47033,14.619309508073469,143.44,190.84,153.59,107.56743366666666,46.350467235714966,0.0,166.53,127.59,1.7699829999999999,0.8752236893857912,0.0,10.648,2.031,0.0,0.0,0.0,0.0,0.0,9.141700833333333,0.02258278096924438,9.079,9.2,9.141,9.057466666666667,0.02357673710766728,8.995,9.122,9.057,58.02381666666667,23.356861403596938,0.0,78.293,67.0995,44.53805,0.16905624628146473,44.191,44.77,44.617,49.57253333333333,0.09418364078803482,49.355,49.711,49.566,46.795716666666664,0.08720754353676664,46.668,46.93,46.754,40.0397,0.03998190268574787,39.988,40.113,40.02,0.6237166666666667,0.032440345076780036,0.58,0.692,0.6145,20,100,1,115,0
1155,27.631033333333335,0.23396776300228536,27.174,28.069,27.5805,1.7445666666666668,0.021398848905099455,1.713,1.785,1.7395,2468.134433333333,194.32648362498543,2262.0,2903.4,2403.8,6.479543333333334,2.9438398268813426,0.0,20.477,7.561,9.693908333333333,0.013857367774036811,9.648,9.738,9.695,158.48224833333333,14.609141461109182,143.41,190.84,153.59,107.58300133333334,46.35974257112028,0.0,166.61,127.595,1.764808,0.8735453545087014,0.0,10.891,2.023,0.0,0.0,0.0,0.0,0.0,9.1379795,0.022526584019355537,9.074,9.191,9.137,9.053733666666666,0.0234329237799058,8.991,9.116,9.053,57.93493333333333,23.302870185383526,0.0,77.932,67.088,44.5261,0.18804522535725954,44.117,44.781,44.613,49.55173333333333,0.09591536994710725,49.328,49.707,49.559,46.78073333333334,0.08185764134354034,46.684,46.93,46.75,40.09898333333333,0.022146271574077066,40.066,40.187,40.098,0.6664333333333333,0.06826602169098579,0.58,0.823,0.64,20,100,1,115,0
1156,27.832716666666666,0.27356132715994913,27.373,28.32,27.834,1.7649833333333333,0.020398979425008543,1.739,1.811,1.7605,2468.3072666666667,194.63238874432366,2261.0,2901.6,2403.8,6.470821666666667,2.943401076366898,0.0,20.479,7.553,9.690125,0.014139043907010417,9.648,9.731,9.6905,158.48938333333334,14.614464933207008,143.37,190.82,153.59,107.5960195,46.36283573515194,0.0,166.47,127.51,1.7725713333333333,0.8756528874168272,0.0,10.992,2.031,0.003738,0.04838751817000374,0.0,1.263,0.0,9.147695500000001,0.022425133091741503,9.092,9.203,9.148,9.062739333333333,0.023407285968152843,9.002,9.119,9.061,57.84135,23.258337233676528,0.0,78.118,66.939,44.49915,0.16975114637291086,44.117,44.703,44.539,49.54468333333333,0.10495979725374756,49.297,49.703,49.555,46.75834999999999,0.07715773520324952,46.656,46.926,46.745999999999995,39.99853333333333,0.026106344878935945,39.914,40.027,40.004,0.6943,0.09605053401593232,0.593,0.877,0.637,20,100,1,115,0
1157,27.676666666666666,0.27143914426542814,27.337,28.204,27.625,1.7597333333333334,0.022436249925833394,1.729,1.805,1.758,2471.103833333333,194.2211432037802,2265.0,2903.6,2407.2,6.4776533333333335,2.9445294512543767,0.0,20.479,7.561,9.69717,0.015291636829595077,9.637,9.743,9.697,158.51069,14.623058935553585,143.44,190.84,153.65,107.6139865,46.36446314228611,0.0,166.52,127.67,1.7682210000000003,0.8749712465405434,0.0,10.617,2.031,0.0,0.0,0.0,0.0,0.0,9.148732666666668,0.0228591547608736,9.08,9.212,9.148,9.063767833333333,0.02361724428625885,8.995,9.127,9.063,57.85055,23.256850268709787,0.0,77.941,67.0265,44.46205,0.18802176442716925,44.039,44.715,44.527,49.55243333333333,0.08612453865299445,49.371,49.691,49.562,46.73263333333333,0.08521915251163621,46.645,46.918,46.691,40.001133333333335,0.03752805353678906,39.887,40.031,40.016,0.6247333333333334,0.03476549363985209,0.578,0.712,0.622,20,100,1,115,0
1158,27.73405,0.23895963952524424,27.348,28.256,27.642,1.75645,0.021556724539719713,1.729,1.803,1.751,2461.538666666667,195.32377186148452,2252.0,2895.8,2397.2,6.681285,3.022850578478536,0.0,20.479,7.803,9.696083333333332,0.015057809211589734,9.65,9.739,9.696,158.89958833333333,14.586652813008305,143.8,191.14,154.02,107.87595449999999,46.48344542053085,0.0,166.76,127.885,1.8108031666666666,0.8927322664568799,0.0,10.695,2.078,0.0,0.0,0.0,0.0,0.0,9.143989,0.023108055075409622,9.079,9.201,9.144,9.059285333333333,0.023999720470301848,8.997,9.125,9.059,59.9842,24.092533826822994,0.0,80.501,69.5795,44.47268333333333,0.19652295261356592,44.031,44.703,44.539,49.55361666666667,0.0984355750192961,49.355,49.723,49.559,46.727716666666666,0.08382368332998533,46.641,46.914,46.68,40.01276666666667,0.011494090842420642,39.98,40.035,40.016,0.6223,0.03341637678277123,0.575,0.701,0.612,20,100,0,115,1
1159,27.696199999999997,0.4109477594743021,27.099,28.471,27.728,1.7476333333333334,0.030182477050499913,1.707,1.81,1.7455,2464.3547333333336,197.32141157894014,2253.8,2893.6,2395.6,6.630006666666667,3.0707012429565226,0.0,20.479,7.801,9.696863333333335,0.015355812923443334,9.656,9.742,9.697,159.10206666666667,14.758750989972883,143.81,191.12,153.93,107.25685966666667,47.04860985572467,0.0,167.04,127.925,1.7948696666666668,0.8978057070033636,0.0,10.445,2.078,0.0,0.0,0.0,0.0,0.0,9.141512333333333,0.022992657341069585,9.083,9.204,9.141,9.057513833333333,0.023742839532029,8.998,9.12,9.057,58.69546666666667,24.616996233115916,0.0,80.531,69.43199999999999,44.53061666666667,0.2045037061258456,44.117,44.777,44.621,49.55948333333333,0.11595315998599064,49.277,49.719,49.557,46.736733333333326,0.08569988364342825,46.645,46.926,46.695,40.04485,0.048596165364516435,39.969,40.113,40.02,0.6216166666666666,0.02978629628415875,0.571,0.681,0.618,20,73,0,115,0
1160,27.812549999999998,0.27095289633790176,27.282,28.404,27.7335,1.76095,0.02268160234079066,1.723,1.807,1.751,2460.068,198.27001295120937,2249.6,2893.6,2390.0,6.625428333333334,3.0697523924765915,0.0,20.479,7.795,9.691984999999999,0.014157996200995119,9.642,9.738,9.693,159.094665,14.75747572145647,143.84,191.14,153.91,107.2218025,47.062530099805,0.0,166.91,127.86500000000001,1.8116598333333334,0.905174592160922,0.0,10.867,2.102,0.0,0.0,0.0,0.0,0.0,9.138339,0.02358009222044807,9.064,9.2,9.139,9.0531615,0.024257249502824277,8.993,9.12,9.053,58.75815,24.655436249195336,0.0,81.049,69.47,44.57481666666667,0.19886444507282733,44.195,44.863,44.625,49.58761666666667,0.11419090344408828,49.367,49.777,49.585499999999996,46.76186666666667,0.08686585541027907,46.668,46.926,46.738,40.023783333333334,0.019952563801678255,39.988,40.086,40.02,0.6139833333333333,0.03163965097981157,0.569,0.695,0.6114999999999999,20,73,0,115,0
1161,27.77306666666667,0.3994632359005745,27.097,28.503,27.912,1.7661833333333334,0.027163342488383885,1.719,1.823,1.7755,2459.9016333333334,196.77743630111308,2251.8,2888.6,2391.4,6.628581666666666,3.0707077544956527,0.0,20.479,7.7995,9.69199,0.015065906407951274,9.644,9.736,9.691,159.10285,14.759980410368211,143.82,191.14,153.91,107.25729383333334,47.028652385193354,0.0,166.98,127.92,1.8154341666666667,0.9064763044601478,0.0,10.75,2.102,0.0,0.0,0.0,0.0,0.0,9.136453,0.02337696597272099,9.069,9.198,9.136,9.051205333333332,0.023886242839518238,8.986,9.113,9.05,58.80941666666667,24.639066706056056,0.0,81.099,69.5445,44.570033333333335,0.19555986266871606,44.125,44.863,44.625,49.60365,0.11231535883621885,49.391,49.777,49.57,46.811366666666665,0.09300792141709541,46.672,47.004,46.824,40.048633333333335,0.04571391015785817,39.977,40.113,40.027,0.6210166666666667,0.03139550419432411,0.571,0.691,0.6165,20,73,0,115,0
1162,27.78693333333333,0.2726517532147453,27.289,28.223,27.734,1.7702333333333333,0.022937177775257913,1.731,1.806,1.7665,2460.7647,196.55289059277808,2247.8,2891.6,2391.8,6.63263,3.067752797811583,0.0,20.479,7.799,9.690735,0.015311395747382757,9.646,9.733,9.691,159.114915,14.756639871466545,143.76,191.09,153.93,107.2672025,47.03546691926779,0.0,166.73,127.93,1.8030476666666666,0.9020219180548436,0.0,10.992,2.086,0.0,0.0,0.0,0.0,0.0,9.136607666666666,0.022538280108162348,9.071,9.194,9.136,9.051796166666668,0.023259072410148508,8.989,9.117,9.051,58.852,24.533869601575674,0.0,80.853,69.501,44.59361666666667,0.2031733076411679,44.207,44.863,44.6565,49.63463333333333,0.12684595845017455,49.426,49.812,49.619,46.804116666666665,0.08483385390492523,46.676,46.918,46.785,40.02101666666667,0.02300588846262704,39.988,40.102,40.018,0.6127833333333332,0.0358429208038548,0.575,0.702,0.604,20,73,0,115,0
1163,27.775933333333334,0.32690535958330785,27.137,28.469,27.808,1.7694666666666667,0.023041206026188164,1.734,1.822,1.7685,2461.955066666667,197.0218741768205,2252.0,2893.6,2393.6,6.63332,3.0670006263998757,0.0,20.479,7.8004999999999995,9.69273,0.015218511923815285,9.651,9.736,9.693,159.10586666666666,14.759873509843013,143.77,191.13,153.91,107.23504516666665,47.056103297107484,0.0,167.1,127.86500000000001,1.8070231666666665,0.9032626029298564,0.0,10.648,2.086,0.0,0.0,0.0,0.0,0.0,9.136066166666666,0.02359908772521848,9.061,9.194,9.135,9.052073833333333,0.02442986256619669,8.979,9.116,9.051,58.81216666666667,24.564844637681837,0.0,80.936,69.471,44.61295,0.20961873582001997,44.207,44.883,44.656000000000006,49.6499,0.11471419163604524,49.453,49.812,49.652,46.8122,0.08573546227510771,46.684,46.996,46.816,40.038850000000004,0.03974316911779041,39.988,40.109,40.02,0.6179,0.031501789026409405,0.578,0.691,0.608,20,73,0,115,0
1164,27.856166666666663,0.3061072796695068,27.336,28.485,27.8305,1.7754166666666669,0.025159350902857362,1.731,1.827,1.775,2459.2562333333335,196.59925266601945,2249.6,2891.0,2391.4,6.632351666666667,3.056726076787287,0.0,20.479,7.798500000000001,9.69043,0.01554556338321232,9.642,9.739,9.6905,159.07397,14.758157301650284,143.76,191.41,153.91,107.212525,47.03806707879758,0.0,166.83,127.965,1.8034513333333335,0.9044453251519693,0.0,11.0,2.078,0.0,0.0,0.0,0.0,0.0,9.132094166666667,0.02315571917534305,9.067,9.198,9.132,9.047873333333333,0.023396627732513987,8.981,9.107,9.047,58.89436666666666,24.538807263823433,0.0,80.75,69.5055,44.61076666666667,0.19392968904678765,44.211,44.871,44.691,49.653549999999996,0.1127405037528168,49.461,49.812,49.652,46.8644,0.07166617527094116,46.734,46.996,46.832,40.062,0.04873066761395363,39.977,40.121,40.094,0.6189833333333332,0.03745799530713543,0.57,0.706,0.6034999999999999,20,73,0,115,0
1165,27.687483333333333,0.2308136302753903,27.237,28.129,27.7125,1.7632833333333333,0.01746191173903708,1.729,1.793,1.7650000000000001,2463.539033333333,195.95198913698238,2254.0,2895.4,2395.6,6.633233333333333,3.06745550051422,0.0,20.479,7.795,9.69501,0.014593658146496383,9.653,9.737,9.695,159.11180833333333,14.751629257166368,143.82,191.16,153.91,107.234408,47.05119259766273,0.0,166.66,127.92,1.7999543333333334,0.9033545083792893,0.0,10.617,2.078,0.0,0.0,0.0,0.0,0.0,9.136580333333333,0.023074566499906256,9.068,9.196,9.136,9.052196666666667,0.02376414900682612,8.985,9.113,9.051,58.771433333333334,24.51779131007305,0.0,80.932,69.349,44.619299999999996,0.19504847724239108,44.219,44.863,44.645,49.65938333333334,0.11549614296393987,49.461,49.812,49.6695,46.832,0.0704251014571817,46.723,46.984,46.824,40.0805,0.029180037290436767,40.004,40.113,40.094,0.6170166666666667,0.029723865698969818,0.567,0.69,0.612,20,73,0,115,0
1166,27.480416666666667,0.4096269609963874,26.88,28.133,27.455,1.7569333333333332,0.0324668627240337,1.707,1.809,1.7595,2466.4910333333332,195.81776124465605,2255.8,2897.8,2398.0,6.633463333333333,3.0646208215626722,0.0,20.479,7.804,9.700345,0.015826985313284147,9.648,9.743,9.7,159.11356,14.75350510597004,143.84,191.16,153.91,107.24805066666667,47.04802248816741,0.0,167.09,127.93,1.7992215,0.9033502301862116,0.0,11.062,2.078,0.0,0.0,0.0,0.0,0.0,9.141317833333334,0.023078328582905146,9.068,9.196,9.141,9.056819833333334,0.023876726247847573,8.987,9.114,9.056,58.69683333333333,24.518257510711926,0.0,80.569,69.319,44.609366666666666,0.1992704462143475,44.199,44.863,44.66,49.66546666666667,0.110057375894127,49.477,49.812,49.6695,46.85861666666666,0.08650562667438084,46.727,47.004,46.898,40.13655000000001,0.04863333062271548,40.059,40.191,40.172,0.6136333333333333,0.036454739370881124,0.549,0.688,0.6074999999999999,20,73,0,115,0
1167,27.63586666666667,0.3391243692999763,26.911,28.163,27.7405,1.7649000000000001,0.02483416181835708,1.717,1.802,1.7745,2469.5313,196.60997112837592,2260.0,2897.6,2401.2,6.634135000000001,3.0744645594510485,0.0,20.479,7.804,9.701261666666666,0.014499664283337684,9.658,9.748,9.701,159.11789333333334,14.757840686866015,143.78,191.15,153.91,107.26056116666666,47.02938975767964,0.0,166.84,127.905,1.7926928333333332,0.9005520159718053,0.0,10.898,2.062,0.0,0.0,0.0,0.0,0.0,9.142569333333332,0.022751867340219997,9.077,9.2,9.142,9.0570995,0.02372228328394828,8.996,9.115,9.057,58.600233333333335,24.549310202858205,0.0,80.636,69.229,44.616883333333334,0.20765870725920646,44.191,44.863,44.691,49.670100000000005,0.11695163421586946,49.465,49.82,49.6755,46.86873333333333,0.07858189437964389,46.738,47.008,46.898,40.1125,0.03817377749365991,40.066,40.191,40.098,0.6092833333333334,0.02549914698916692,0.565,0.677,0.604,20,73,0,115,0
1168,27.74925,0.2744437594820511,27.149,28.321,27.7685,1.7766833333333334,0.021604685357082397,1.731,1.816,1.779,2471.4918333333335,196.0691150154717,2262.8,2898.4,2403.0,6.646063333333333,3.0625890166868244,0.0,20.479,7.812,9.70252,0.0142913728836023,9.663,9.749,9.703,159.10896333333335,14.761721188964785,143.81,191.14,153.91,107.23463833333332,47.06254811007341,0.0,166.97,127.905,1.7986381666666666,0.8951755662768333,0.0,10.5,2.078,0.0,0.0,0.0,0.0,0.0,9.145536333333334,0.023021287464032324,9.083,9.208,9.146,9.0609425,0.02396701754644499,8.998,9.13,9.061,58.714483333333334,24.383749362348265,0.0,80.31,69.30250000000001,44.62511666666667,0.20116812192004682,44.219,44.863,44.689,49.67315,0.1125752215564123,49.492,49.812,49.6775,46.88666666666666,0.06945738033942354,46.727,47.012,46.900000000000006,40.09258333333333,0.030610894076425463,40.016,40.187,40.099999999999994,0.607,0.03379399204452007,0.558,0.688,0.596,20,73,0,115,0
1169,27.596416666666666,0.28546740095087497,27.081,28.083,27.628,1.7689666666666668,0.020095506426339987,1.732,1.803,1.7694999999999999,2471.334066666667,195.46235116065114,2266.0,2897.6,2403.8,6.6711116666666666,3.059414807465218,0.0,20.479,7.821,9.70491,0.014713805085708931,9.66,9.75,9.706,159.02582833333332,14.701850943017915,143.82,191.15,153.91,107.51697883333334,46.792808259031716,0.0,166.81,127.94,1.7981036666666665,0.8935304850467273,0.0,10.773,2.078,0.0,0.0,0.0,0.0,0.0,9.147231666666666,0.02260112384422881,9.08,9.206,9.147,9.063053,0.023516477098318125,8.998,9.12,9.062,59.28626666666666,23.983064928224092,0.0,80.251,69.211,44.61881666666667,0.1919097149718188,44.219,44.855,44.691,49.686733333333336,0.10771397571797185,49.527,49.82,49.705,46.90228333333334,0.04112118991331772,46.816,46.984,46.902,40.14373333333333,0.050390295900140256,40.02,40.203,40.176,0.6057333333333333,0.03255913351336681,0.557,0.68,0.5974999999999999,20,80,0,115,0
1170,27.720466666666667,0.31359822436946666,27.157,28.603,27.756999999999998,1.7754,0.026223420764846277,1.728,1.843,1.7759999999999998,2471.795666666667,195.83765403775516,2266.0,2900.0,2403.8,6.6686700000000005,3.072166300956797,0.0,20.479,7.808,9.703128333333334,0.014248048124138515,9.651,9.748,9.704,159.00114833333333,14.697288126648035,143.81,191.11,153.88,107.49337683333334,46.78529245830601,0.0,166.81,127.965,1.81033,0.8987375543683156,0.0,10.883,2.086,0.0,0.0,0.0,0.0,0.0,9.146111333333334,0.022999610907704342,9.083,9.205,9.146,9.062157833333334,0.023765396153118862,8.999,9.13,9.062,59.346266666666665,23.948201543080906,0.0,80.087,69.1985,44.63798333333333,0.20229459066526556,44.207,44.883,44.699,49.68886666666666,0.10927813475009816,49.527,49.812,49.717,46.88881666666667,0.08738546822268627,46.742,47.078,46.902,40.10131666666667,0.025009484076752516,40.016,40.18,40.102,0.6094666666666666,0.033759602107597084,0.559,0.701,0.604,20,80,0,115,0
